district_id,state,district,total_population,child_percent,youth_percent,adult_percent,senior_percent,male_percent,female_percent,literacy_rate,urban_percent,rural_percent,farmer_percent,service_holder_percent,business_percent,others_percent,avg_income,bank_penetration,post_offices_count,Post Office Monthly Income Scheme,Senior Citizen Savings Scheme,Public Provident Fund,Sukanya Samriddhi Yojana,Postal Life Insurance,Rural Postal Life Insurance,National Savings Certificate,Kisan Vikas Patra,Mahila Samman Savings Certificate
442,Rajasthan,Rajasthan_District_29,2023836,29.055279209311536,35.4264368880957,33.07295471187687,2.4453291907158956,50.89228660750833,49.10771339249167,93.25773591880596,14.090857141034519,85.90914285896548,20.388438249478718,17.99313672351238,23.73289049353901,37.88553453346989,196502.53791130404,61.35917707777324,479,52046,30839,220144,130402,152956,271494,97709,251383,304823
443,Rajasthan,Rajasthan_District_30,2480752,34.15557424780131,33.074140960130926,25.365582596624503,7.40470219544326,48.506474506967436,51.493525493032564,76.90590811723395,44.76257190514398,55.23742809485602,34.86123273960515,38.02180084831358,15.606796550102882,11.51016986197838,165558.50287800495,59.5386710201643,213,180243,83650,376807,212130,334528,338410,146703,379002,486989
444,Rajasthan,Rajasthan_District_31,1021343,34.14834452956256,32.50632154650137,26.879627809748715,6.465706114187352,49.658601056349475,50.341398943650525,64.4331025889434,46.3572984164357,53.6427015835643,51.77347015633055,34.588467615240525,16.612867972605343,0.0,312470.7077295561,47.184151782884236,251,59854,33317,127383,97240,113600,125700,56085,168138,152953
445,Rajasthan,Rajasthan_District_32,1333087,34.0215955324278,31.32382404582184,32.690671472354545,1.9639089493958224,49.94600839972601,50.05399160027399,62.533038814545236,78.3084697969316,21.691530203068396,47.87579947952086,32.853428369672194,21.016312252279878,0.0,655889.7841188686,81.22310310297857,55,109670,15903,264419,107435,139265,93562,63772,191202,238099
446,Rajasthan,Rajasthan_District_33,1986328,27.646455746542973,39.56261989934035,28.436574530306288,4.354349823810395,51.58741723495073,48.41258276504927,67.77248852213621,20.748588419637148,79.25141158036286,23.040538838762878,15.975911791944037,29.111621911625775,31.87192745766732,528365.6132464061,80.06305317628158,115,59282,44167,177768,151038,113318,321012,78992,334636,240689
447,Sikkim,Sikkim_District_1,1415899,32.959153142205125,37.562525281193736,29.55051219742532,0.0,51.52552526971055,48.47447473028945,75.11110647165748,34.66577271767649,65.33422728232351,27.270148875619647,29.22784439160888,21.75901469101786,21.742992041753617,553392.8875300759,54.658846822883845,54,51080,0,217997,116693,106666,169706,68759,182504,220360
448,Sikkim,Sikkim_District_2,1019039,34.99965788492219,31.032223481749067,27.977063483712726,5.991055149616017,50.97770698601171,49.02229301398829,72.8695486555893,23.31724734186544,76.68275265813456,38.16122524679565,32.429717257672195,28.171083827689092,1.237973667843061,706248.166658446,84.02827480303489,393,36549,27965,167528,89026,91759,132638,53445,202130,140274
449,Sikkim,Sikkim_District_3,2197445,28.165635116859658,33.48951656494036,27.351881971990444,10.992966346209535,51.533932220524726,48.466067779475274,61.39196185410092,64.34118174922776,35.65881825077224,36.57486893770492,23.40877208829927,19.912814740068434,20.103544233927373,696473.5731609296,83.99475674143815,411,161332,135717,399593,164865,249879,221594,93407,221800,310867
450,Sikkim,Sikkim_District_4,1967763,30.623537152708963,31.511937848914577,27.566411882448268,10.298113115928192,49.990022685534676,50.009977314465324,85.47855305005268,45.4021753637144,54.5978246362856,59.66335052331323,27.446943680207504,15.111442930179951,0.0,172974.03245555615,66.77947837082615,51,123721,94504,289095,138712,206160,248526,82334,354047,321414
451,Tamil Nadu,Ariyalur,1152941,32.97699815121911,31.405360282960125,27.72620810807822,7.891433457742547,48.31207619715987,51.68792380284013,82.65354812574981,42.53838406998167,57.46161593001833,31.15545013853072,22.410318798668648,15.105656071404482,31.328574991396145,505166.93376073346,69.32215244244742,319,66323,41405,156712,84574,93452,115701,43475,174259,172607
452,Tamil Nadu,Chennai,1799873,30.374455481433046,32.5147052232236,29.85209068141139,7.258748613931964,52.60043265657133,47.39956734342867,70.15201519722496,25.50119420898011,74.49880579101989,58.833689084572256,33.82864054883254,10.453610307578266,0.0,482174.7538395478,65.8736318281636,317,102602,83524,233245,146075,130154,296863,84372,432158,233031
453,Tamil Nadu,Coimbatore,736180,28.94992579658611,37.47562888830606,27.421846952953608,6.152598362154215,52.52434725582995,47.47565274417005,68.94159688289612,43.27599921475854,56.72400078524146,41.6968249836401,32.661069613081295,12.427478541618694,13.214626861659912,583875.4085590456,48.34906445360275,375,37636,25955,77780,47833,96333,88171,29850,121062,125492
454,Tamil Nadu,Cuddalore,1133780,29.402159134736124,31.97971902032649,31.065531262030724,7.552590582906667,51.56259071654259,48.43740928345741,61.489828209500885,33.32317595365887,66.67682404634112,29.877251499602252,28.640727867157118,19.239579460032573,22.242441173208057,202542.75948283874,74.79052278296544,167,52199,40054,163419,90928,101735,130977,57667,152057,147963
455,Tamil Nadu,Tamil Nadu_District_5,543034,28.522855239385017,35.68267220453684,28.447038558612768,7.347433997465366,51.55370707360038,48.44629292639962,82.52746984129071,27.477743685709,72.522256314291,33.51970961724656,19.275074226322843,21.50025754670061,25.704958609729985,388340.80832611176,71.87876377524329,229,27048,24446,53169,30273,42267,70861,20261,75568,88125
456,Tamil Nadu,Tamil Nadu_District_6,1940473,30.51580952602011,38.48076947466731,31.09218806008829,0.0,50.78871712993577,49.21128287006423,65.49425543584496,65.84926845115598,34.15073154884402,52.41216092035627,30.85404272135007,18.071374057951477,0.0,176747.5625666483,52.067182333662146,293,150990,0,247946,132517,211290,213803,106527,249069,234193
457,Tamil Nadu,Tamil Nadu_District_7,1984227,25.30801181990131,31.955203886047705,32.327782918343196,10.409001375707788,48.895590498027296,51.104409501972704,66.81678482310299,69.4875645031353,30.512435496864697,51.89621261405958,38.4790516737536,10.522861623266008,0.0,468559.3097390639,70.65162352288777,313,145755,108403,376950,139108,196164,179967,105915,288116,276699
458,Tamil Nadu,Tamil Nadu_District_8,1104650,31.051133203170185,35.57448403683527,28.233572243987847,5.140810516006699,52.41315353573312,47.58684646426688,60.684464055639374,39.949375030988776,60.050624969011224,42.60409161857973,33.223909109447376,13.382151807060687,10.789847464912206,515184.801600146,83.49846462112822,161,73068,29186,152790,73369,105726,152509,45158,202935,186491
459,Tamil Nadu,Tamil Nadu_District_9,1218297,31.40916370804137,39.96166749096579,29.230914472644773,0.0,48.52622529885416,51.47377470114584,66.27486261147912,24.563563503517592,75.4364364964824,24.53432008278103,37.96712265474447,11.239255569764577,26.25930169270993,663126.2922254727,47.52239360273213,476,63137,0,172443,98214,95794,159443,54550,195025,210245
460,Tamil Nadu,Tamil Nadu_District_10,2479842,26.727372571495795,31.879822230079924,25.50121580280954,15.891589395614744,49.5429870989744,50.4570129010256,69.227415569707,35.68029097367969,64.31970902632031,30.809136186583626,18.294906014998194,12.673142883571169,38.222814914847014,604315.0366805142,79.32624705739043,227,160347,201310,228422,157037,228141,323045,87648,342226,366965
461,Tamil Nadu,Tamil Nadu_District_11,1676095,27.426212915997148,33.29856866091619,33.02945811297974,6.245760310106917,52.16747116490824,47.83252883509176,63.98856501384764,34.678925279543286,65.32107472045672,46.0079967802026,26.653448382464298,21.618511826000933,5.720043011332166,791705.5417169543,61.05795954992168,409,85829,49293,184892,122459,123224,258062,95566,377389,251310
462,Tamil Nadu,Tamil Nadu_District_12,539695,27.106013124980272,30.343954725071665,30.460578991630307,12.089453158317745,51.21254231529253,48.78745768470747,70.23759564368632,10.240504588503677,89.75949541149632,39.06032656423092,15.166261714894292,14.02839979412037,31.745011926754422,607292.0433299928,41.65109578327543,365,19189,37220,28047,40197,31468,76915,15337,104896,62928
463,Tamil Nadu,Tamil Nadu_District_13,2059275,32.18639529549803,38.274569821139664,32.29522720813666,0.0,49.351203198251724,50.648796801748276,82.35171315916801,45.55074225427076,54.44925774572924,35.512073761204924,35.07898575758179,12.128681329437335,17.280259151775944,523452.2262094345,57.0138276648996,323,111606,0,238326,167000,244337,271430,107860,279642,367662
464,Tamil Nadu,Tamil Nadu_District_14,2976408,34.797791633835,30.55803005528438,34.85441718462748,0.0,49.74562981647977,50.25437018352023,89.39674140359617,66.2390698836082,33.760930116391805,56.96711129592294,26.809675987884017,15.338362987355076,0.8848497288379669,258365.1744411079,45.47909501433589,227,214652,0,456757,286045,398759,272692,116821,520296,379315
465,Tamil Nadu,Tamil Nadu_District_15,2888136,33.26631670344024,39.212984812342334,25.824167675676698,1.6965308085407287,52.82039244818461,47.17960755181539,89.01674961002594,56.51365802748568,43.48634197251432,59.74538093815302,22.017271486243803,25.03472991152453,0.0,769751.2050183818,55.107078965847776,500,161017,30919,458195,242690,377955,366985,157362,525821,393885
466,Tamil Nadu,Tamil Nadu_District_16,2731457,33.698503514685285,32.989487058820735,26.32754960610927,6.984459820384711,48.296586478302,51.703413521698,80.73242712754683,37.03912710130471,62.96087289869529,21.568302853185784,18.13122210587927,17.34488606166623,42.95558897926871,305751.9375716271,66.88626793049443,333,101372,113255,305305,237168,221642,267084,110690,307492,362715
467,Tamil Nadu,Tamil Nadu_District_17,1996655,26.399923414391836,36.370010198743174,29.310597377908763,7.919469008956227,52.454911177585394,47.545088822414606,66.43115887008314,77.9581000300489,22.041899969951103,37.259432339038874,37.19445872734832,13.924222121579106,11.6218868120337,687845.0937911877,44.79922748774085,55,165388,93871,448275,126861,278107,114769,95304,271233,364508
468,Tamil Nadu,Tamil Nadu_District_18,1406191,32.75801239424804,33.34552788565991,27.619990708982858,6.276469011109189,52.80229109550686,47.19770890449314,78.45955056334743,68.34264107646831,31.65735892353169,59.618775241676566,34.73149657660851,22.273507831214022,0.0,408665.11631812016,44.052655682005835,93,122108,52469,296538,126605,142729,163502,69541,264814,198466
469,Tamil Nadu,Tamil Nadu_District_19,783263,29.69705502913945,30.0207871874211,28.09423099341276,12.18792679002669,48.0778439740802,51.9221560259198,89.49511133072053,65.82052473457688,34.17947526542312,40.449174000649464,16.888771778097798,21.90763660295963,20.754417618293107,655060.5312149405,45.0499957261221,103,41409,54190,108311,62169,82604,85757,29854,119518,100029
470,Tamil Nadu,Tamil Nadu_District_20,2547349,26.241039776271556,37.96723650835902,28.93551299536282,6.856210720006608,51.178088804997856,48.821911195002144,66.86952151324215,41.65771180328968,58.34228819671032,20.17975112352162,27.62681958487854,10.12110569594132,42.07232359565853,700632.0828022035,49.2370980800667,115,135103,106244,288792,145026,179149,298829,105712,272858,303816
471,Tamil Nadu,Tamil Nadu_District_21,1628488,25.336573071725184,38.50887406635331,30.12840516408351,6.026147697837999,51.36746288957869,48.63253711042131,65.88276922471178,28.603655225883013,71.39634477411698,23.550131725287123,37.33667982595637,19.554272113459852,19.558916335296665,233824.07122982742,55.282038942231594,300,68543,45176,233388,95941,168950,175951,102479,255677,297973
472,Tamil Nadu,Tamil Nadu_District_22,1867349,32.37032550873623,37.159114624720175,27.30067863093026,3.1698812356133352,50.59355885863265,49.40644114136735,83.60532151161142,63.20918192761437,36.79081807238563,33.05688674631132,26.59645381154049,24.0847107536929,16.261948688455295,762183.4585961977,46.96653890649785,180,104730,35841,235880,172859,166499,176554,106462,273609,325854
473,Tamil Nadu,Tamil Nadu_District_23,944309,31.3455118621538,34.47971714158845,25.400796917480765,8.773974078776984,50.70052070720525,49.29947929279475,87.92379261326991,79.94244684470634,20.05755315529366,47.68017014300524,21.151497938187767,10.871120236605925,20.297211682201066,690234.2504800068,74.00257673725508,316,82332,53731,141595,81890,79968,79507,32035,129720,146149
474,Tamil Nadu,Tamil Nadu_District_24,1180756,28.79094551925681,39.68225940822071,26.75544082936304,4.771354243159443,49.99865106666622,50.00134893333378,91.04081112731343,65.55893117876805,34.44106882123195,43.87618159243999,28.98081518740049,16.700580571946738,10.44242264821278,250057.46606834605,63.39929595513085,169,61058,27706,173647,98035,163625,122550,46219,187744,161311
475,Tamil Nadu,Tamil Nadu_District_25,606292,28.275315346680323,38.89484250749117,29.5289853419028,3.300856803925715,52.30499006490876,47.69500993509124,86.40417203378153,24.346111307722843,75.65388869227715,51.58031635277246,16.399540034252315,21.154480668560048,10.86566294441517,237694.74183709954,80.68970966318308,200,15488,12648,61093,44458,50844,83101,23871,156613,72211
476,Tamil Nadu,Tamil Nadu_District_26,1654616,31.945611677263507,35.86039312590262,33.26262204007378,0.0,48.20088448628417,51.79911551371583,71.11318082486746,16.869528037146985,83.13047196285302,25.75245677491118,18.934296272474953,21.56255954124613,33.750687411367736,439655.7942600618,55.89120556399876,473,47525,0,190721,153074,126643,222203,65800,336827,268887
477,Tamil Nadu,Tamil Nadu_District_27,2784869,31.01355154193799,38.4039197811528,28.503472415267797,2.0790562616414157,52.65944906207652,47.34055093792348,93.52503403307213,38.34545658307969,61.65454341692031,51.46955309645135,26.94904297351429,15.875784297616827,5.705619632417536,627189.1165782411,73.39530253206247,437,121062,29300,348051,181764,190229,404357,142364,453676,338893
478,Tamil Nadu,Tamil Nadu_District_28,1654680,28.571985109981853,31.95925540093288,28.663924329711513,10.80483515937376,51.189013922797066,48.810986077202934,72.96935908143286,47.615705417895235,52.384294582104765,51.1042147525589,38.80071349834958,12.475233793097866,0.0,317449.295857875,65.84677652147688,363,108368,108514,310317,98702,202564,195916,66633,323495,220993
479,Tamil Nadu,Tamil Nadu_District_29,1993786,32.368108813018445,37.8160149761301,32.927044827747366,0.0,49.978283557434345,50.021716442565655,79.13084524563183,17.676766743264224,82.32323325673578,39.66913635553337,16.239905159781838,13.639330069980245,30.451628414704544,190532.84357504765,53.36071100177446,332,39278,0,154793,141527,105082,301640,45730,391279,274813
480,Tamil Nadu,Tamil Nadu_District_30,2385763,33.975475411334706,39.91160881623653,31.91907073390574,0.0,51.918197217824336,48.081802782175664,84.82688415344079,60.9873246114281,39.0126753885719,41.24302516946232,20.10665677988107,17.317459428633846,21.332858622022762,449941.5576036118,69.03703323844047,449,115891,0,265677,196908,252513,280288,92981,288857,341873
481,Tamil Nadu,Tamil Nadu_District_31,601030,32.67674095053885,38.46147679863117,28.492127289182257,0.3696549616477185,50.99780107456445,49.00219892543555,68.0872006713943,43.80491972522573,56.19508027477427,44.55303460771884,16.258685733646622,29.840081875136164,9.348197783498371,512558.6634532233,81.47008973272898,458,28428,1286,63510,40299,73256,77393,19642,82386,78420
482,Tamil Nadu,Tamil Nadu_District_32,1909189,31.46732407727517,37.04758440864368,25.403422442083023,6.081669071998132,51.51532531787401,48.48467468212599,70.6683810084786,32.20162264988066,67.79837735011934,25.14960975863336,37.366340743058785,13.1263082805559,24.357741217751954,454666.03172164253,52.466559320242325,311,98815,68256,276889,142023,234028,215964,77873,268882,282520
483,Tamil Nadu,Tamil Nadu_District_33,734944,28.749806636101905,32.65091982715852,30.435928580299127,8.163344956440447,52.82670440747623,47.17329559252377,94.83430805494595,54.95936395727567,45.04063604272433,37.00082557718339,16.8447627572332,29.930059225627886,16.224352439955524,450931.3587298618,58.510070439036674,115,47800,34445,106569,40485,78736,72900,29398,91863,100734
484,Tamil Nadu,Tamil Nadu_District_34,1552341,29.148118317118552,30.12414190072266,25.644365149184488,15.08337463297429,51.58081879843412,48.41918120156588,74.98602741771467,29.25468464208227,70.74531535791773,40.02004468088771,37.664393851934655,27.521408515025357,0.0,576761.0015956447,76.82678017068108,95,113125,140588,223539,94206,221782,241934,92412,341954,196805
485,Tamil Nadu,Tamil Nadu_District_35,852175,26.091923718904656,34.76790588315006,29.48231712839185,9.657853269553442,52.35736791915606,47.64263208084394,83.67497358011141,22.41616622216361,77.58383377783639,51.50799123541431,39.28449061243687,15.476957409062084,0.0,478822.2783994793,73.33331864617054,101,53459,45063,137016,43188,97961,131633,57226,212854,130195
486,Tamil Nadu,Tamil Nadu_District_36,2803602,27.97767550938956,36.427118556371965,33.68643797595497,1.908767958283505,50.59004378831033,49.40995621168967,79.14972636924324,32.13645867739486,67.86354132260513,43.69501924341305,32.82989941979457,14.80977631626178,8.665305020530598,228306.51757885606,73.47729148690335,111,140001,30989,288451,189615,316228,372461,122889,560790,348044
487,Tamil Nadu,Tamil Nadu_District_37,1378327,30.029426651083927,38.00827642425594,29.71079457149133,2.2515023531688065,49.334786075111225,50.665213924888775,83.9890146317851,60.47478422222503,39.52521577777497,31.468700891309354,29.55378350999881,16.03538680653824,22.942128792153596,324313.59748554206,40.947550473078415,468,67311,13966,245034,88129,158266,137282,67397,187508,197270
488,Tamil Nadu,Tamil Nadu_District_38,2530106,30.96273594358191,36.57315160164323,34.60089629921167,0.0,51.694463825929994,48.305536174070006,75.44988557570503,51.200170388707036,48.799829611292964,33.788136052261414,16.264876440606304,25.181042415230667,24.76594509190161,655110.1789961876,75.50897737903136,279,116181,0,320936,199970,240716,282645,101191,289885,291986
489,Tamil Nadu,Tamil Nadu_District_39,1729460,30.920553520909856,35.512619306447284,26.666229370387562,6.900597802255291,48.32760704885105,51.67239295114895,92.18082815574564,49.98437844918146,50.01562155081854,53.31883710342698,15.052044469880197,29.104150035151022,2.524968391541801,767113.9051011886,48.06231308537449,454,92458,61894,258362,117761,154035,263899,66762,293483,251179
490,Tamil Nadu,Tamil Nadu_District_40,626164,30.971521910052758,34.07768661920677,29.040846496987157,5.909944973753312,48.518053428651335,51.481946571348665,93.39415956779487,51.289417959838104,48.710582040161896,42.232794794839464,24.855665085308654,26.65183159469222,6.25970852515966,697263.1482983001,65.48049676948787,400,28559,23500,102166,59056,64911,86603,30186,113979,111895
491,Tamil Nadu,Tamil Nadu_District_41,908455,26.455012207194727,31.511285276035153,31.18089564650088,10.85280687026924,51.14568354741928,48.85431645258072,89.13359175959533,74.7053154709801,25.294684529019904,34.96233541165015,31.596338532502063,28.737674936360172,4.703651119487624,425626.05924017145,83.44448077085858,88,83184,54592,175215,64096,156708,60289,40883,105029,110913
492,Tamil Nadu,Tamil Nadu_District_42,2215371,26.46196994314029,37.16533023929736,31.02631829644826,5.34638152111409,50.54977598108163,49.45022401891837,64.00245580481982,54.77825388865629,45.22174611134371,57.78558728306899,34.760782874040814,28.74743061586023,0.0,575585.9737755874,45.14994083215209,174,134537,65362,375772,170101,255227,336903,125620,406258,293535
493,Tripura,Tripura_District_1,859312,25.64984914180916,37.547039949060476,25.998385882339477,10.80472502679089,52.023088892954306,47.976911107045694,70.79867762689992,63.660524531661586,36.339475468338414,28.720521907836726,23.814086731412523,22.365828084547704,25.099563276203046,487149.7920308924,42.545364180447784,142,59867,46176,151135,49797,77982,57764,42479,101142,98604
494,Tripura,Tripura_District_2,2105837,28.999712908101262,34.536764627254485,33.83019373874514,2.633328725899119,51.03148815384474,48.96851184615526,76.84168331057677,50.912155542046854,49.087844457953146,34.23070452864067,25.583101871937934,22.979713413162543,17.20648018625885,156901.69166814926,69.05816051262562,415,134661,27933,308372,165983,179958,227524,79495,263389,289027
495,Tripura,Tripura_District_3,566180,32.82147879830254,36.93917488081979,29.188011409763845,1.0513349111138268,50.855057604377315,49.144942395622685,64.74227423797821,79.43334293727455,20.566657062725454,37.282228741005156,22.61349052998215,28.68491780979757,11.419362919215121,278608.5373934503,73.88215769862583,279,33773,3671,77452,50875,55477,48211,33636,53312,85094
496,Tripura,Tripura_District_4,1231159,28.01932777072588,31.59426514476322,33.62342114368444,6.762985940826461,49.850156272306215,50.149843727693785,69.60165366914735,25.221336862316072,74.77866313768394,27.561569027795187,15.357681473515958,20.58618830240861,36.494561196280245,473008.531736834,57.59794729579712,225,47982,48909,129110,85985,78762,137050,34712,151616,156352
497,Uttar Pradesh,Agra,2264371,30.9206084556943,33.17899067766425,27.778032662797354,8.1223682038441,48.31464780856418,51.68535219143582,77.84991917542781,44.3620033322281,55.6379966677719,39.509652538024376,28.035688908938553,10.833523808506275,21.621134744530796,615431.3237721268,78.12668465049518,254,100148,86134,261807,171858,205652,336865,84362,322264,407001
498,Uttar Pradesh,Aligarh,1692531,26.08749388468152,39.47033001918587,26.774673771361815,7.6675023247707905,52.6336087867157,47.3663912132843,81.31667716151006,30.465724369769,69.53427563023101,52.219833493929116,31.250027009179004,29.210154075438027,0.0,602077.6454881749,58.65339742266513,314,84742,68875,289089,110545,140007,236650,87599,327359,259710
499,Uttar Pradesh,Allahabad,1780298,30.969079060734536,38.5881812919982,30.85354551237618,0.0,51.53347598816866,48.46652401183134,65.42787765422187,26.968268131763946,73.03173186823605,59.80014809288484,25.371983839062494,14.23737653306535,0.5904915349873168,161197.09251477066,55.09432153851781,164,57426,0,197317,126134,136210,241493,70615,386910,266843
500,Uttar Pradesh,Ambedkar Nagar,2785384,29.65391449334905,39.22773345054563,29.227365694390407,1.8909863617149156,52.305184704781524,47.694815295218476,93.38949599779673,72.51498776607983,27.485012233920173,32.23058123794202,32.171317518508836,15.36909631732983,20.229004926219314,520102.5982122622,77.90925930475125,376,233271,27951,422924,219228,301675,185500,150465,371475,351030
501,Uttar Pradesh,Uttar Pradesh_District_5,2052117,34.80345753631382,36.62803705253896,27.63098708200813,0.9375183291390847,50.833738208849624,49.166261791150376,64.4533935734483,34.735110013299874,65.26488998670013,53.64882723414134,19.431165912963525,16.525575368765846,10.394431484129285,473231.33676776534,55.6841566544357,388,95083,10927,184358,157937,122531,342411,54606,514944,227631
502,Uttar Pradesh,Uttar Pradesh_District_6,2871497,29.813097853569964,33.684507960007146,30.673241155336243,5.829153031086655,52.16039433946637,47.83960566053363,72.06251194495232,71.39186989545195,28.608130104548053,59.641814602514366,23.264205359852937,18.610336646068102,0.0,571947.0700401836,45.385123367775584,237,165038,95739,378304,193940,391144,314064,94356,562740,444917
503,Uttar Pradesh,Uttar Pradesh_District_7,1310996,31.858719341780827,35.56801137857561,32.99223122799134,0.0,50.47362862681528,49.52637137318472,80.33218338745237,23.02339636376569,76.9766036362343,36.75359563024327,39.51687370987644,29.363935380272757,0.0,673924.8962110716,61.40979963163005,454,58251,0,238550,104497,111306,218449,70125,244844,193301
504,Uttar Pradesh,Uttar Pradesh_District_8,663996,32.42909978988974,30.285571839613677,34.587957816425856,2.69737055407073,49.71433102616397,50.28566897383603,89.74480724199887,61.751703939523075,38.248296060476925,27.438546892310463,19.618851897373503,14.183803416278248,38.75879779403779,270589.3042319262,79.81762821165866,426,40776,9109,65412,58829,66420,58790,24397,70385,109066
505,Uttar Pradesh,Uttar Pradesh_District_9,1735104,25.170831225845593,32.23327313400526,32.06691218161577,10.528983458533382,52.51539305149228,47.48460694850772,71.16214636018294,79.74535639104654,20.254643608953458,42.92708345215377,33.27827551047932,23.846092440953335,0.0,349385.9038337082,54.54722674685462,299,174761,94790,311136,84505,227696,152977,94714,223855,262836
506,Uttar Pradesh,Uttar Pradesh_District_10,2511729,34.22201075413513,37.79409314551141,28.19673395931095,0.0,48.943283757343984,51.056716242656016,85.56871740491874,15.262835013166542,84.73716498683346,21.218912262687503,31.078058602386108,18.037395755244056,29.66563337968234,404288.16175536776,75.99951439828186,124,106409,0,258079,203894,257286,358575,149542,359743,336016
507,Uttar Pradesh,Uttar Pradesh_District_11,2144870,28.364308639417445,38.408206523532684,29.615838493349457,3.6116463437004143,52.92151067627167,47.07848932372833,72.45172019808426,70.05345210225755,29.946547897742448,44.90676757724488,18.910579431887783,22.256198264094827,13.926454726772512,159043.1837762508,82.84649066499884,255,100980,44671,360743,135783,202001,219043,74186,242055,308695
508,Uttar Pradesh,Uttar Pradesh_District_12,1417329,26.23587977843604,38.88303312471941,32.89291193690837,1.9881751599361763,52.38514506863679,47.61485493136321,91.87061484664605,12.236202227981416,87.76379777201859,27.72841308402007,33.7199224958372,23.0563558357417,15.49530858440102,748056.2562875962,46.14994530094836,448,44630,15868,153361,99829,131389,240895,75081,275148,173338
509,Uttar Pradesh,Uttar Pradesh_District_13,2226813,31.388308615278806,37.50117817795647,27.71038849785083,3.4001247089139,49.467443683425685,50.532556316574315,83.05957422097202,42.306123296929336,57.693876703070664,46.17272004594399,38.35263976958557,23.935277804361778,0.0,254211.70468896802,43.10943636496943,321,160799,37897,367943,164307,228130,284296,145647,421153,411057
510,Uttar Pradesh,Uttar Pradesh_District_14,2985078,30.81175361880023,35.46647975956704,30.02824499656569,3.6935216250670493,49.25178437233119,50.74821562766881,83.57007805411827,25.725041081865932,74.27495891813408,59.49458969588421,22.19463541526431,14.583638649753132,3.727136239098348,556278.389381659,72.26663808657597,384,90097,56641,263858,231300,235700,614764,131885,557425,462628
511,Uttar Pradesh,Uttar Pradesh_District_15,1763748,30.229871846368574,31.162467025613353,28.167973476222656,10.43968765179541,49.73208302136948,50.26791697863052,70.0399322098838,10.28696588506152,89.71303411493848,30.919858882814175,26.40986839232106,23.570759584544742,19.09951314032003,244272.94594454212,75.99477364808249,74,59303,103065,220063,116035,140798,268010,71169,332802,220840
512,Uttar Pradesh,Uttar Pradesh_District_16,505386,27.701924128365015,33.542261333606525,30.33906755326378,8.416746984764671,50.937467216027116,49.062532783972884,91.94709806374415,60.00404253172963,39.99595746827037,46.24875701546752,26.799478409359473,26.90015709099184,0.05160748418116867,633427.2590626124,69.66462149661028,57,27013,19995,71264,41141,66658,65343,21822,67858,81361
513,Uttar Pradesh,Uttar Pradesh_District_17,735731,27.310148536704496,36.241079411051665,29.972495629868185,6.476276422375648,48.51396442821682,51.48603557178318,75.52379341981332,48.441674042339464,51.558325957660536,31.31226387205405,35.39516931041241,26.54094179640601,6.751625021127531,562712.9235092292,67.00779868428793,488,38700,22356,140558,42426,94007,67424,54085,119995,130012
514,Uttar Pradesh,Uttar Pradesh_District_18,1919278,26.524401564002687,33.16017508188414,26.28038021505364,14.035043139059532,51.02706502260334,48.97293497739666,85.87025097690311,39.37717975943882,60.62282024056118,32.49190146453421,17.816183403121876,20.898559427397977,28.793355704945938,242941.2418298248,41.91561003552396,222,100837,145232,197334,146351,143210,222868,76615,251568,295105
515,Uttar Pradesh,Uttar Pradesh_District_19,1311326,33.964185823183854,38.18895910438406,31.28256933699397,0.0,50.39327593842882,49.60672406157118,71.8880594902976,25.714153359231474,74.28584664076853,28.9356651795984,22.27499482316146,29.45879200970441,19.330547987535724,364566.543562493,67.64685000150973,500,46722,0,191755,111139,134645,169763,77455,164081,201376
516,Uttar Pradesh,Uttar Pradesh_District_20,1796067,27.232921937581764,32.37135215046185,29.97827912363161,10.417446788324774,49.958158065768,50.041841934232,76.31434647114229,42.64989762929953,57.35010237070047,31.54109896617846,20.60166776361715,29.124020444737425,18.73321282546697,637414.9354352099,69.43964910017604,343,81593,112420,239418,116837,175294,220225,85968,287499,283159
517,Uttar Pradesh,Uttar Pradesh_District_21,1604660,28.471027718969115,32.94631029584045,34.696133477636394,3.886528507554047,49.02169079981653,50.97830920018347,60.75712430315941,60.8322485275083,39.1677514724917,35.44179151035358,35.796067238497685,24.926281822876792,3.8358594282719416,334672.1974691368,74.60788760628725,429,139706,39752,230295,98105,250898,169062,108455,246418,232963
518,Uttar Pradesh,Uttar Pradesh_District_22,2063958,34.866200160285125,33.000329091475855,27.062224751534437,5.071245996704576,49.409448084963216,50.590551915036784,62.891190906227465,63.947361611541005,36.052638388458995,28.16650671323677,24.862422713658326,12.835610452327904,34.135460120777,707300.5184019946,81.22728823088232,488,127003,61596,250517,179241,172602,198065,74714,207466,242188
519,Uttar Pradesh,Uttar Pradesh_District_23,1406770,25.39879279779788,37.22144227365166,32.83578115610347,4.543983772446985,51.070036172800684,48.929963827199316,84.03355884106962,54.088131029013,45.911868970987,25.73852719711354,22.590077363498512,10.835339884283457,40.836055555104494,371723.5249500931,56.293734337488786,455,81679,38624,163549,71259,142553,131349,40933,193612,189850
520,Uttar Pradesh,Uttar Pradesh_District_24,2376012,29.278645557503538,35.258127279539195,29.46522876286345,5.997998400093817,50.41049295081086,49.58950704918914,72.40421019559003,45.279910613810806,54.720089386189194,51.587033826678436,15.648475196682737,19.08394493911753,13.680546037521296,655544.4991002665,60.201036424589816,488,137673,79187,248897,195370,161442,361838,73936,510971,337791
